game_date,home_team,away_team,predicted_winner,actual_winner,home_win_prob,away_win_prob,confidence,edge,correct,home_pts,away_pts
2026-01-19,WAS,LAC,LAC,LAC,26.5,73.5,73.5,47.0,True,106,110
2026-01-19,PHI,IND,PHI,PHI,73.3,26.7,73.3,46.5,True,113,104
2026-01-19,BKN,PHX,PHX,PHX,26.5,73.5,73.5,47.0,True,117,126
2026-01-19,SAS,UTA,SAS,SAS,80.6,19.4,80.6,61.3,True,123,110
2026-01-19,GSW,MIA,GSW,GSW,62.5,37.5,62.5,25.0,True,135,112
2026-01-20,PHI,PHX,PHX,PHX,47.2,52.8,52.8,5.6,True,110,116
2026-01-20,CHI,LAC,LAC,CHI,47.2,52.8,52.8,5.6,False,138,110
2026-01-20,HOU,SAS,HOU,HOU,61.6,38.4,61.6,23.2,True,111,106
2026-01-20,UTA,MIN,MIN,UTA,10.6,89.4,89.4,78.7,False,127,122
2026-01-20,DEN,LAL,DEN,LAL,62.5,37.5,62.5,25.0,False,107,115
2026-01-20,GSW,TOR,GSW,TOR,75.0,25.0,75.0,50.0,False,127,145
2026-01-20,SAC,MIA,MIA,MIA,47.2,52.8,52.8,5.6,True,117,130
2026-01-21,CHA,CLE,CHA,CLE,62.5,37.5,62.5,25.0,False,87,94
2026-01-21,BOS,IND,BOS,BOS,75.0,25.0,75.0,50.0,True,119,104
2026-01-21,NYK,BKN,NYK,NYK,62.5,37.5,62.5,25.0,True,120,66
2026-01-21,MEM,ATL,MEM,ATL,62.5,37.5,62.5,25.0,False,122,124
2026-01-21,NOP,DET,DET,DET,10.6,89.4,89.4,78.7,True,104,112
2026-01-21,MIL,OKC,OKC,OKC,10.6,89.4,89.4,78.7,True,102,122
2026-01-21,SAC,TOR,TOR,TOR,28.9,71.1,71.1,42.2,True,109,122
2026-01-22,ORL,CHA,CHA,CHA,38.1,61.9,61.9,23.8,True,97,124
2026-01-22,PHI,HOU,PHI,PHI,53.1,46.9,53.1,6.3,True,128,122
2026-01-22,WAS,DEN,DEN,DEN,26.5,73.5,73.5,47.0,True,97,107
2026-01-22,DAL,GSW,GSW,DAL,38.1,61.9,61.9,23.8,False,123,115
2026-01-22,MIN,CHI,MIN,CHI,70.9,29.1,70.9,41.8,False,115,120
2026-01-22,UTA,SAS,SAS,SAS,24.4,75.6,75.6,51.2,True,109,126
2026-01-22,LAC,LAL,LAC,LAC,61.9,38.1,61.9,23.8,True,112,104
2026-01-22,POR,MIA,POR,POR,61.9,38.1,61.9,23.8,True,127,110
2026-01-23,DET,HOU,DET,HOU,61.9,38.1,61.9,23.8,False,104,111
2026-01-23,ATL,PHX,PHX,ATL,37.7,62.3,62.3,24.6,False,110,103
2026-01-23,BKN,BOS,BOS,BOS,11.5,88.5,88.5,76.9,True,126,130
2026-01-23,CLE,SAC,CLE,CLE,61.9,38.1,61.9,23.8,True,123,118
2026-01-23,MEM,NOP,MEM,NOP,70.9,29.1,70.9,41.8,False,127,133
2026-01-23,MIL,DEN,DEN,DEN,37.7,62.3,62.3,24.6,True,100,102
2026-01-23,OKC,IND,OKC,IND,87.0,13.0,87.0,73.9,False,114,117
2026-01-23,POR,TOR,POR,TOR,50.7,49.3,50.7,1.4,False,98,110
2026-01-24,PHI,NYK,PHI,NYK,50.7,49.3,50.7,1.4,False,109,112
2026-01-24,CHA,WAS,CHA,CHA,83.4,16.6,83.4,66.9,True,119,115
2026-01-24,ORL,CLE,CLE,CLE,39.5,60.5,60.5,20.9,True,105,119
2026-01-24,CHI,BOS,BOS,CHI,40.3,59.7,59.7,19.4,False,114,111
2026-01-24,DAL,LAL,DAL,LAL,61.9,38.1,61.9,23.8,False,110,116
2026-01-24,UTA,MIA,MIA,MIA,40.3,59.7,59.7,19.4,True,116,147
2026-01-25,MIN,GSW,MIN,GSW,50.7,49.3,50.7,1.4,False,85,111
2026-01-25,DET,SAC,DET,DET,61.9,38.1,61.9,23.8,True,139,116
2026-01-25,OKC,TOR,OKC,TOR,83.4,16.6,83.4,66.9,False,101,103
2026-01-25,SAS,NOP,SAS,NOP,77.3,22.7,77.3,54.5,False,95,104
2026-01-25,PHX,MIA,PHX,MIA,70.9,29.1,70.9,41.8,False,102,111
2026-01-25,LAC,BKN,LAC,LAC,75.6,24.4,75.6,51.1,True,126,89
2026-01-26,CHA,PHI,CHA,CHA,61.9,38.1,61.9,23.8,True,130,93
2026-01-26,CLE,ORL,CLE,CLE,61.9,38.1,61.9,23.8,True,114,98
2026-01-26,ATL,IND,ATL,ATL,61.9,38.1,61.9,23.8,True,132,116
2026-01-26,BOS,POR,BOS,BOS,70.9,29.1,70.9,41.8,True,102,94
2026-01-26,CHI,LAL,CHI,LAL,61.9,38.1,61.9,23.8,False,118,129
2026-01-26,HOU,MEM,HOU,HOU,75.6,24.4,75.6,51.1,True,108,99
2026-01-26,MIN,GSW,GSW,MIN,40.3,59.7,59.7,19.4,False,108,83
2026-01-27,WAS,POR,WAS,WAS,50.7,49.3,50.7,1.4,True,115,111
2026-01-27,NYK,SAC,NYK,NYK,61.9,38.1,61.9,23.8,True,103,87
2026-01-27,PHI,MIL,MIL,PHI,40.3,59.7,59.7,19.4,False,139,122
2026-01-27,OKC,NOP,OKC,OKC,83.4,16.6,83.4,66.9,True,104,95
2026-01-27,DEN,DET,DET,DET,36.4,63.6,63.6,27.3,True,107,109
2026-01-27,PHX,BKN,PHX,PHX,83.4,16.6,83.4,66.9,True,106,102
2026-01-27,UTA,LAC,LAC,LAC,30.6,69.4,69.4,38.8,True,103,115
2026-01-28,CLE,LAL,CLE,CLE,61.9,38.1,61.9,23.8,True,129,99
2026-01-28,IND,CHI,CHI,IND,24.4,75.6,75.6,51.2,False,113,110
2026-01-28,BOS,ATL,BOS,ATL,61.9,38.1,61.9,23.8,False,106,117
2026-01-28,MIA,ORL,MIA,ORL,77.3,22.7,77.3,54.5,False,124,133
2026-01-28,TOR,NYK,TOR,NYK,70.9,29.1,70.9,41.8,False,92,119
2026-01-28,MEM,CHA,CHA,CHA,24.4,75.6,75.6,51.2,True,97,112
2026-01-28,DAL,MIN,DAL,MIN,53.3,46.7,53.3,6.6,False,105,118
2026-01-28,UTA,GSW,GSW,GSW,24.4,75.6,75.6,51.2,True,124,140
2026-01-28,HOU,SAS,SAS,SAS,49.8,50.2,50.2,0.4,True,99,111
2026-01-29,CHI,MIA,CHI,MIA,61.9,38.1,61.9,23.8,False,113,116
2026-01-29,PHI,SAC,PHI,PHI,61.9,38.1,61.9,23.8,True,113,111
2026-01-29,WAS,MIL,MIL,WAS,40.3,59.7,59.7,19.4,False,109,99
2026-01-29,ATL,HOU,HOU,HOU,37.8,62.2,62.2,24.4,True,86,104
2026-01-29,DAL,CHA,CHA,CHA,26.7,73.3,73.3,46.6,True,121,123
2026-01-29,DEN,BKN,DEN,DEN,66.5,33.5,66.5,33.0,True,107,103
2026-01-29,PHX,DET,DET,PHX,46.8,53.2,53.2,6.4,False,114,96
2026-01-29,MIN,OKC,OKC,MIN,26.7,73.3,73.3,46.6,False,123,111
2026-01-30,ORL,TOR,TOR,ORL,46.8,53.2,53.2,6.4,False,130,120
2026-01-30,WAS,LAL,LAL,LAL,46.5,53.5,53.5,7.0,True,111,142
2026-01-30,BOS,SAC,BOS,BOS,66.5,33.5,66.5,33.0,True,112,93
2026-01-30,NYK,POR,NYK,NYK,71.4,28.6,71.4,42.9,True,127,97
2026-01-30,NOP,MEM,MEM,NOP,37.8,62.2,62.2,24.4,False,114,106
2026-01-30,PHX,CLE,PHX,PHX,57.4,42.6,57.4,14.8,True,126,113
2026-01-30,UTA,BKN,UTA,BKN,56.8,43.2,56.8,13.6,False,99,109
2026-01-30,DEN,LAC,LAC,DEN,26.7,73.3,73.3,46.6,False,122,109
2026-01-30,GSW,DET,DET,DET,46.8,53.2,53.2,6.4,True,124,131
2026-01-31,MIA,CHI,MIA,CHI,56.8,43.2,56.8,13.6,False,118,125
2026-01-31,CHA,SAS,CHA,CHA,56.8,43.2,56.8,13.6,True,111,106
2026-01-31,IND,ATL,ATL,IND,37.8,62.2,62.2,24.4,False,129,124
2026-01-31,PHI,NOP,PHI,PHI,64.9,35.1,64.9,29.8,True,124,114
2026-01-31,MEM,MIN,MIN,MIN,26.7,73.3,73.3,46.6,True,114,131
2026-01-31,HOU,DAL,HOU,HOU,57.4,42.6,57.4,14.8,True,111,107
2026-02-01,BOS,MIL,BOS,BOS,80.0,20.0,80.0,60.0,True,107,79
2026-02-01,SAS,ORL,SAS,SAS,66.5,33.5,66.5,33.0,True,112,103
2026-02-01,DET,BKN,DET,DET,76.3,23.7,76.3,52.6,True,130,77
2026-02-01,MIA,CHI,MIA,MIA,56.8,43.2,56.8,13.6,True,134,91
2026-02-01,TOR,UTA,TOR,TOR,71.2,28.8,71.2,42.4,True,107,100
2026-02-01,WAS,SAC,WAS,WAS,56.8,43.2,56.8,13.6,True,116,112
2026-02-01,NYK,LAL,NYK,NYK,71.2,28.8,71.2,42.4,True,112,100
2026-02-01,PHX,LAC,PHX,LAC,57.4,42.6,57.4,14.8,False,93,117
2026-02-01,POR,CLE,CLE,CLE,26.7,73.3,73.3,46.6,True,111,130
2026-02-01,DEN,OKC,OKC,OKC,2.0,98.0,98.0,96.0,True,111,121
2026-02-02,CHA,NOP,CHA,CHA,80.0,20.0,80.0,60.0,True,102,95
2026-02-02,IND,HOU,HOU,HOU,26.7,73.3,73.3,46.6,True,114,118
2026-02-02,MEM,MIN,MIN,MEM,26.7,73.3,73.3,46.6,False,137,128
2026-02-02,LAC,PHI,LAC,PHI,64.9,35.1,64.9,29.8,False,113,128
2026-02-03,DET,DEN,DET,DET,80.0,20.0,80.0,60.0,True,124,121
2026-02-03,IND,UTA,IND,UTA,64.9,35.1,64.9,29.8,False,122,131
2026-02-03,WAS,NYK,NYK,NYK,17.8,82.2,82.2,64.4,True,101,132
2026-02-03,BKN,LAL,LAL,LAL,26.7,73.3,73.3,46.6,True,109,125
2026-02-03,MIA,ATL,MIA,ATL,71.2,28.8,71.2,42.4,False,115,127
2026-02-03,DAL,BOS,BOS,BOS,26.7,73.3,73.3,46.6,True,100,110
2026-02-03,MIL,CHI,CHI,MIL,26.7,73.3,73.3,46.6,False,131,115
2026-02-03,OKC,ORL,OKC,OKC,80.0,20.0,80.0,60.0,True,128,92
2026-02-03,GSW,PHI,GSW,PHI,57.4,42.6,57.4,14.8,False,94,113
2026-02-03,POR,PHX,PHX,PHX,37.8,62.2,62.2,24.4,True,125,130
2026-02-04,NYK,DEN,NYK,NYK,71.2,28.8,71.2,42.4,True,134,127
2026-02-04,TOR,MIN,MIN,MIN,26.7,73.3,73.3,46.6,True,126,128
2026-02-04,HOU,BOS,BOS,BOS,26.7,73.3,73.3,46.6,True,93,114
2026-02-04,MIL,NOP,NOP,MIL,37.8,62.2,62.2,24.4,False,141,137
2026-02-04,SAS,OKC,OKC,SAS,26.7,73.3,73.3,46.6,False,116,106
2026-02-04,SAC,MEM,SAC,MEM,56.8,43.2,56.8,13.6,False,125,129
2026-02-04,LAC,CLE,CLE,CLE,46.0,54.0,54.0,8.0,True,91,124
2026-02-05,DET,WAS,DET,WAS,88.9,11.1,88.9,77.8,False,117,126
2026-02-05,ORL,BKN,ORL,ORL,68.3,31.7,68.3,36.6,True,118,98
2026-02-05,ATL,UTA,ATL,ATL,63.9,36.1,63.9,27.8,True,121,119
2026-02-05,TOR,CHI,TOR,TOR,68.3,31.7,68.3,36.6,True,123,107
2026-02-05,HOU,CHA,CHA,CHA,46.0,54.0,54.0,8.0,True,99,109
2026-02-05,DAL,SAS,SAS,SAS,28.8,71.2,71.2,42.4,True,123,135
2026-02-05,PHX,GSW,PHX,GSW,57.0,43.0,57.0,13.9,False,97,101
2026-02-05,LAL,PHI,LAL,LAL,57.0,43.0,57.0,13.9,True,119,115
2026-02-06,BOS,MIA,BOS,BOS,57.0,43.0,57.0,13.9,True,98,96
2026-02-06,DET,NYK,DET,DET,52.8,47.2,52.8,5.6,True,118,80
2026-02-06,MIL,IND,MIL,MIL,52.8,47.2,52.8,5.6,True,105,99
2026-02-06,MIN,NOP,MIN,NOP,68.3,31.7,68.3,36.6,False,115,119
2026-02-06,POR,MEM,POR,POR,57.0,43.0,57.0,13.9,True,135,115
2026-02-06,SAC,LAC,LAC,LAC,46.0,54.0,54.0,8.0,True,111,114
2026-02-07,BKN,WAS,WAS,BKN,46.0,54.0,54.0,8.0,False,127,113
2026-02-07,OKC,HOU,OKC,HOU,81.7,18.3,81.7,63.4,False,106,112
2026-02-07,SAS,DAL,SAS,SAS,61.2,38.8,61.2,22.4,True,138,125
2026-02-07,ORL,UTA,ORL,ORL,63.9,36.1,63.9,27.8,True,120,117
2026-02-07,ATL,CHA,CHA,CHA,26.3,73.7,73.7,47.5,True,119,126
2026-02-07,CHI,DEN,DEN,DEN,46.0,54.0,54.0,8.0,True,120,136
2026-02-07,LAL,GSW,LAL,LAL,63.9,36.1,63.9,27.8,True,105,99
2026-02-07,PHX,PHI,PHI,PHI,46.0,54.0,54.0,8.0,True,103,109
2026-02-07,POR,MEM,POR,POR,57.0,43.0,57.0,13.9,True,122,115
2026-02-07,SAC,CLE,CLE,CLE,11.1,88.9,88.9,77.8,True,126,132
2026-02-08,BOS,NYK,BOS,NYK,57.0,43.0,57.0,13.9,False,89,111
2026-02-08,WAS,MIA,MIA,MIA,26.3,73.7,73.7,47.5,True,101,132
2026-02-08,TOR,IND,TOR,TOR,72.5,27.5,72.5,44.9,True,122,104
2026-02-08,MIN,LAC,MIN,LAC,74.1,25.9,74.1,48.1,False,96,115
2026-02-09,CHA,DET,CHA,DET,55.8,44.2,55.8,11.7,False,104,110
2026-02-09,BKN,CHI,CHI,BKN,46.0,54.0,54.0,8.0,False,123,115
2026-02-09,MIA,UTA,MIA,UTA,63.9,36.1,63.9,27.8,False,111,115
2026-02-09,ORL,MIL,ORL,ORL,61.2,38.8,61.2,22.4,True,118,99
2026-02-09,MIN,ATL,MIN,MIN,81.7,18.3,81.7,63.4,True,138,116
2026-02-09,NOP,SAC,SAC,NOP,46.0,54.0,54.0,8.0,False,120,94
2026-02-09,DEN,CLE,CLE,CLE,26.3,73.7,73.7,47.5,True,117,119
2026-02-09,GSW,MEM,GSW,GSW,68.3,31.7,68.3,36.6,True,114,113
2026-02-09,LAL,OKC,OKC,OKC,26.3,73.7,73.7,47.5,True,110,119
2026-02-09,POR,PHI,PHI,POR,28.8,71.2,71.2,42.4,False,135,118
2026-02-10,NYK,IND,NYK,IND,81.7,18.3,81.7,63.4,False,134,137
2026-02-10,HOU,LAC,HOU,HOU,63.9,36.1,63.9,27.8,True,102,95
2026-02-10,PHX,DAL,PHX,PHX,57.0,43.0,57.0,13.9,True,120,111
2026-02-10,LAL,SAS,SAS,SAS,46.0,54.0,54.0,8.0,True,108,136
2026-02-11,CHA,ATL,CHA,CHA,81.7,18.3,81.7,63.4,True,110,107
2026-02-11,CLE,WAS,CLE,CLE,81.7,18.3,81.7,63.4,True,138,113
2026-02-11,ORL,MIL,ORL,MIL,57.0,43.0,57.0,13.9,False,108,116
2026-02-11,BOS,CHI,BOS,BOS,81.7,18.3,81.7,63.4,True,124,105
2026-02-11,BKN,IND,BKN,IND,52.8,47.2,52.8,5.6,False,110,115
2026-02-11,PHI,NYK,NYK,NYK,26.3,73.7,73.7,47.5,True,89,138
2026-02-11,TOR,DET,DET,DET,26.3,73.7,73.7,47.5,True,95,113
2026-02-11,HOU,LAC,HOU,LAC,51.7,48.3,51.7,3.4,False,102,105
2026-02-11,MIN,POR,MIN,MIN,81.2,18.8,81.2,62.4,True,133,109
2026-02-11,NOP,MIA,MIA,MIA,27.3,72.7,72.7,45.3,True,111,123
2026-02-11,PHX,OKC,OKC,OKC,29.7,70.3,70.3,40.6,True,109,136
2026-02-11,UTA,SAC,UTA,UTA,57.2,42.8,57.2,14.4,True,121,93
2026-02-11,DEN,MEM,DEN,DEN,57.2,42.8,57.2,14.4,True,122,116
2026-02-11,GSW,SAS,SAS,SAS,27.3,72.7,72.7,45.3,True,113,126
2026-02-12,OKC,MIL,OKC,MIL,81.2,18.8,81.2,62.4,False,93,110
2026-02-12,UTA,POR,UTA,POR,65.0,35.0,65.0,30.1,False,119,135
2026-02-12,LAL,DAL,LAL,LAL,51.7,48.3,51.7,3.4,True,124,104
